# Modern Hangul Syllables: 11,172
# Version 2018-07-19
# Prepared by Dr. Ken Lunde (lunde@adobe.com), Adobe Systems Incorporated
# Based on data from Jaemin Chung
#
# Field 1: Unicode Scalar Value
# Field 2: Character (UTF-8)
# Field 3: Adobe-KR-9 CID
# Field 4: Adobe-KR-9 Supplement
# Field 5: KS X 1001 Row-Cell Value
# Field 6: KS X 1002 Row-Cell Value
# Field 7: KPS 9566 Row-Cell Value
# Field 8: GB/T 12052 Row-Cell Value
#
U+AC00	가	221	0	16-01	*	16-01	16-03
U+AD0D	괍	325	0	17-02	*	17-72	17-51
U+AD0E	괎	4766	2	*	*	*	*
U+AD0F	괏	326	0	17-03	*	17-73	38-65
U+AD10	괐	327	0	*	16-44	17-75	17-53
U+AD11	광	328	0	17-04	*	17-74	17-52
U+AD12	괒	329	0	*	*	*	*
U+AD13	괓	4767	2	*	*	*	*
U+AD14	괔	4768	2	*	*	*	*
U+AD15	괕	4769	2	*	*	*	*
U+AD16	괖	4770	2	*	*	*	*
U+AD17	괗	4771	2	*	*	*	*
U+AD18	괘	330	0	17-05	*	17-83	17-58
U+AD19	괙	3095	1	*	16-45	17-84	38-69
U+AD1A	괚	4772	2	*	*	*	*
U+AD1B	괛	4773	2	*	*	*	*
U+AD1C	괜	331	0	17-06	*	17-85	17-59
U+AD1D	괝	4774	2	*	*	*	*
U+AD1E	괞	4775	2	*	*	*	*
U+AD1F	괟	3096	1	*	16-46	*	38-70
U+AD20	괠	332	0	17-07	*	17-86	17-60
U+AD21	괡	4776	2	*	*	*	*
U+AD22	괢	333	0	*	16-47	*	*
U+AD23	괣	4777	2	*	*	*	*
U+AD24	괤	4778	2	*	*	*	*
U+AD25	괥	4779	2	*	*	*	*
U+AD26	괦	4780	2	*	*	*	*
U+AD27	괧	4781	2	*	*	*	*
U+AD28	괨	3097	1	*	16-48	*	38-71
U+AD29	괩	334	0	17-08	*	17-87	38-72
U+AD2A	괪	4782	2	*	*	*	*
U+AD2B	괫	3098	1	*	16-49	*	38-73
U+AD2C	괬	335	0	17-09	*	17-89	38-74
U+AD2D	괭	336	0	17-10	*	17-88	17-61
U+AD2E	괮	4783	2	*	*	*	*
U+AD2F	괯	4784	2	*	*	*	*
U+AD30	괰	4785	2	*	*	*	*
U+AD31	괱	4786	2	*	*	*	*
U+AD32	괲	4787	2	*	*	*	*
U+AD33	괳	4788	2	*	*	*	*
U+AD34	괴	337	0	17-11	*	17-48	17-30
U+AD35	괵	338	0	17-12	*	17-49	17-31
U+AD36	괶	4789	2	*	*	*	*
U+AD37	괷	4790	2	*	*	*	*
U+AD38	괸	339	0	17-13	*	17-50	17-32
U+AD39	괹	4791	2	*	*	*	*
U+AD3A	괺	4792	2	*	*	*	*
U+AD3B	괻	3099	1	*	16-50	*	38-55
U+AD3C	괼	340	0	17-14	*	17-51	17-33
U+AD3D	괽	4793	2	*	*	*	*
U+AD3E	괾	3100	1	*	16-51	*	*
U+AD3F	괿	4794	2	*	*	*	*
U+AD40	굀	4795	2	*	*	*	*
U+AD41	굁	4796	2	*	*	*	*
U+AD42	굂	4797	2	*	*	*	*
U+AD43	굃	4798	2	*	*	*	*
U+AD44	굄	341	0	17-15	*	17-52	17-34
U+AD45	굅	342	0	17-16	*	17-53	17-35
U+AD46	굆	4799	2	*	*	*	*
U+AD47	굇	343	0	17-17	*	17-54	38-56
U+AD48	굈	3101	1	*	16-52	17-56	17-37
U+AD49	굉	344	0	17-18	*	17-55	17-36
U+AD4A	굊	4800	2	*	*	*	*
U+AD4B	굋	4801	2	*	*	*	*
U+AD4C	굌	4802	2	*	*	*	*
U+AD4D	굍	4803	2	*	*	*	*
U+AD4E	굎	4804	2	*	*	*	*
U+AD4F	굏	4805	2	*	*	*	*
U+AD50	교	345	0	17-19	*	16-68	16-63
U+AD51	굑	3102	1	*	16-53	*	38-17
U+AD52	굒	4806	2	*	*	*	*
U+AD53	굓	4807	2	*	*	*	*
U+AD54	굔	346	0	17-20	*	16-69	16-64
U+AD55	굕	4808	2	*	*	*	*
U+AD56	굖	4809	2	*	*	*	*
U+AD57	굗	3103	1	*	16-54	*	38-18
U+AD58	굘	347	0	17-21	*	16-70	16-65
U+AD59	굙	4810	2	*	*	*	*
U+AD5A	굚	4811	2	*	*	*	*
U+AD5B	굛	4812	2	*	*	*	*
U+AD5C	굜	4813	2	*	*	*	*
U+AD5D	굝	4814	2	*	*	*	*
U+AD5E	굞	4815	2	*	*	*	*
U+AD5F	굟	4816	2	*	*	*	*
U+AD60	굠	348	0	*	16-55	*	38-19
U+AD61	굡	349	0	17-22	*	16-71	16-66
U+AD62	굢	4817	2	*	*	*	*
U+AD63	굣	350	0	17-23	*	16-72	38-20
U+AD64	굤	4818	2	*	*	*	*
U+AD65	굥	351	0	*	16-56	*	38-21
U+AD66	굦	4819	2	*	*	*	*
U+AD67	굧	4820	2	*	*	*	*
U+AD68	굨	4821	2	*	*	*	*
U+AD69	굩	4822	2	*	*	*	*
U+AD6A	굪	4823	2	*	*	*	*
U+AD6B	굫	4824	2	*	*	*	*
U+AD6C	구	352	0	17-24	*	16-73	16-67
U+AD6D	국	353	0	17-25	*	16-74	16-68
U+AD6E	굮	4825	2	*	*	*	*
U+AD6F	굯	4826	2	*	*	*	*
U+AD70	군	354	0	17-26	*	16-75	16-69
U+AD71	굱	4827	2	*	*	*	*
U+AD72	굲	4828	2	*	*	*	*
U+AD73	굳	355	0	17-27	*	16-76	16-70
U+AD74	굴	356	0	17-28	*	16-77	16-71
U+AD75	굵	357	0	17-29	*	16-78	16-72
U+AD76	굶	358	0	17-30	*	16-79	16-73
U+AD77	굷	4829	2	*	*	*	*
U+AD78	굸	3104	1	*	16-57	*	38-22
U+AD79	굹	4830	2	*	*	*	*
U+AD7A	굺	4831	2	*	*	*	*
U+AD7B	굻	359	0	17-31	*	16-80	16-74
U+AD7C	굼	360	0	17-32	*	16-81	16-75
U+AD7D	굽	361	0	17-33	*	16-82	16-76
U+AD7E	굾	4832	2	*	*	*	*
U+AD7F	굿	362	0	17-34	*	16-83	16-77
U+AD80	궀	4833	2	*	*	*	*
U+AD81	궁	363	0	17-35	*	16-84	16-78
U+AD82	궂	364	0	17-36	*	16-85	16-79
U+AD83	궃	365	0	*	16-58	*	*
U+AD84	궄	4834	2	*	*	*	*
U+AD85	궅	4835	2	*	*	*	*
U+AD86	궆	3105	1	*	16-59	*	*
U+AD87	궇	4836	2	*	*	*	*
U+AD88	궈	366	0	17-37	*	17-76	17-54
U+AD89	궉	367	0	17-38	*	17-77	38-66
U+AD8A	궊	4837	2	*	*	*	*
U+AD8B	궋	4838	2	*	*	*	*
U+AD8C	권	368	0	17-39	*	17-78	17-55
U+AD8D	궍	4839	2	*	*	*	*
U+AD8E	궎	4840	2	*	*	*	*
U+AD8F	궏	3106	1	*	16-60	*	38-67
U+AD90	궐	369	0	17-40	*	17-79	17-56
U+AD91	궑	4841	2	*	*	*	*
U+AD92	궒	4842	2	*	*	*	*
U+AD93	궓	4843	2	*	*	*	*
U+AD94	궔	4844	2	*	*	*	*
U+AD95	궕	4845	2	*	*	*	*
U+AD96	궖	4846	2	*	*	*	*
U+AD97	궗	4847	2	*	*	*	*
U+AD98	궘	3107	1	*	*	17-80	*
U+AD99	궙	3108	1	*	16-61	*	*
U+AD9A	궚	4848	2	*	*	*	*
U+AD9B	궛	3109	1	*	16-62	*	*
U+AD9C	궜	370	0	17-41	*	17-82	17-57
U+AD9D	궝	371	0	17-42	*	17-81	38-68
U+AD9E	궞	4849	2	*	*	*	*
U+AD9F	궟	4850	2	*	*	*	*
U+ADA0	궠	4851	2	*	*	*	*
U+ADA1	궡	4852	2	*	*	*	*
U+ADA2	궢	4853	2	*	*	*	*
U+ADA3	궣	4854	2	*	*	*	*
U+ADA4	궤	372	0	17-43	*	17-90	17-62
U+ADA5	궥	3110	1	*	16-63	17-91	38-75
U+ADA6	궦	4855	2	*	*	*	*
U+ADA7	궧	4856	2	*	*	*	*
U+ADA8	궨	3111	1	*	16-64	*	38-76
U+ADA9	궩	4857	2	*	*	*	*
U+ADAA	궪	4858	2	*	*	*	*
U+ADAB	궫	3112	1	*	16-65	*	38-77
U+ADAC	궬	3113	1	*	16-66	*	38-78
U+ADAD	궭	4859	2	*	*	*	*
U+ADAE	궮	4860	2	*	*	*	*
U+ADAF	궯	4861	2	*	*	*	*
U+ADB0	궰	4862	2	*	*	*	*
U+ADB1	궱	4863	2	*	*	*	*
U+ADB2	궲	4864	2	*	*	*	*
U+ADB3	궳	4865	2	*	*	*	*
U+ADB4	궴	3114	1	*	16-67	*	38-79
U+ADB5	궵	3115	1	*	16-68	*	38-80
U+ADB6	궶	4866	2	*	*	*	*
U+ADB7	궷	373	0	17-44	*	17-92	38-81
U+ADB8	궸	374	0	*	16-69	*	38-83
U+ADB9	궹	3116	1	*	16-70	*	38-82
U+ADBA	궺	4867	2	*	*	*	*
U+ADBB	궻	4868	2	*	*	*	*
U+ADBC	궼	4869	2	*	*	*	*
U+ADBD	궽	4870	2	*	*	*	*
U+ADBE	궾	4871	2	*	*	*	*
U+ADBF	궿	4872	2	*	*	*	*
U+ADC0	귀	375	0	17-45	*	17-57	17-38
U+ADC1	귁	376	0	17-46	*	17-58	38-57
U+ADC2	귂	4873	2	*	*	*	*
U+ADC3	귃	4874	2	*	*	*	*
U+ADC4	귄	377	0	17-47	*	17-59	17-39
U+ADC5	귅	4875	2	*	*	*	*
U+ADC6	귆	4876	2	*	*	*	*
U+ADC7	귇	3117	1	*	16-71	*	38-58
U+ADC8	귈	378	0	17-48	*	17-60	17-40
U+ADC9	귉	4877	2	*	*	*	*
U+ADCA	귊	3118	1	*	16-72	*	*
U+ADCB	귋	4878	2	*	*	*	*
U+ADCC	귌	4879	2	*	*	*	*
U+ADCD	귍	4880	2	*	*	*	*
U+ADCE	귎	4881	2	*	*	*	*
U+ADCF	귏	4882	2	*	*	*	*
U+ADD0	귐	379	0	17-49	*	17-61	17-41
U+ADD1	귑	380	0	17-50	*	17-62	17-42
U+ADD2	귒	4883	2	*	*	*	*
U+ADD3	귓	381	0	17-51	*	17-63	17-43
U+ADD4	귔	3119	1	*	16-73	*	*
U+ADD5	귕	382	0	*	16-74	*	38-59
U+ADD6	귖	4884	2	*	*	*	*
U+ADD7	귗	4885	2	*	*	*	*
U+ADD8	귘	4886	2	*	*	*	*
U+ADD9	귙	4887	2	*	*	*	*
U+ADDA	귚	4888	2	*	*	*	*
U+ADDB	귛	4889	2	*	*	*	*
U+ADDC	규	383	0	17-52	*	16-86	16-80
U+ADDD	귝	3120	1	*	16-75	*	38-23
U+ADDE	귞	4890	2	*	*	*	*
U+ADDF	귟	4891	2	*	*	*	*
U+ADE0	균	384	0	17-53	*	16-87	16-81
U+ADE1	귡	4892	2	*	*	*	*
U+ADE2	귢	4893	2	*	*	*	*
U+ADE3	귣	4894	2	*	*	*	*
U+ADE4	귤	385	0	17-54	*	16-88	16-82
U+ADE5	귥	4895	2	*	*	*	*
U+ADE6	귦	4896	2	*	*	*	*
U+ADE7	귧	4897	2	*	*	*	*
U+ADE8	귨	3121	1	*	16-76	*	38-24
U+ADE9	귩	4898	2	*	*	*	*
U+ADEA	귪	4899	2	*	*	*	*
U+ADEB	귫	4900	2	*	*	*	*
U+ADEC	귬	386	0	*	16-77	16-89	38-25
U+ADED	귭	387	0	*	16-78	*	38-26
U+ADEE	귮	4901	2	*	*	*	*
U+ADEF	귯	3122	1	*	16-79	*	*
U+ADF0	귰	4902	2	*	*	*	*
U+ADF1	귱	3123	1	*	16-80	16-90	38-27
U+ADF2	귲	4903	2	*	*	*	*
U+ADF3	귳	4904	2	*	*	*	*
U+ADF4	귴	4905	2	*	*	*	*
U+ADF5	귵	4906	2	*	*	*	*
U+ADF6	귶	4907	2	*	*	*	*
U+ADF7	귷	4908	2	*	*	*	*
U+ADF8	그	388	0	17-55	*	16-91	16-83
U+ADF9	극	389	0	17-56	*	16-92	16-84
U+ADFA	귺	4909	2	*	*	*	*
U+ADFB	귻	4910	2	*	*	*	*
U+ADFC	근	390	0	17-57	*	16-93	16-85
U+ADFD	귽	4911	2	*	*	*	*
U+ADFE	귾	3124	1	*	16-81	*	38-28
U+ADFF	귿	391	0	17-58	*	16-94	38-29
U+AE00	글	392	0	17-59	*	17-01	16-86
U+AE01	긁	393	0	17-60	*	17-02	16-87
U+AE02	긂	394	0	*	16-82	*	38-30
U+AE03	긃	3125	1	*	16-83	*	38-31
U+AE04	긄	3126	1	*	16-84	*	38-32
U+AE05	긅	4912	2	*	*	*	*
U+AE06	긆	4913	2	*	*	*	*
U+AE07	긇	395	0	*	16-85	17-03	16-88
U+AE08	금	396	0	17-61	*	17-04	16-89
U+AE09	급	397	0	17-62	*	17-05	16-90
U+AE0A	긊	4914	2	*	*	*	*
U+AE0B	긋	398	0	17-63	*	17-06	16-91
U+AE0C	긌	4915	2	*	*	*	*
U+AE0D	긍	399	0	17-64	*	17-07	16-92
U+AE0E	긎	3127	1	*	16-86	*	*
U+AE0F	긏	400	0	*	16-87	*	38-33
U+AE10	긐	4916	2	*	*	*	*
U+AE11	긑	401	0	*	16-88	*	38-34
U+AE12	긒	3128	1	*	16-89	*	*
U+AE13	긓	402	0	*	16-90	*	*
U+AE14	긔	403	0	17-65	*	17-64	17-44
U+AE15	긕	3129	1	*	16-91	*	*
U+AE16	긖	4917	2	*	*	*	*
U+AE17	긗	4918	2	*	*	*	*
U+AE18	긘	404	0	*	16-92	*	38-60
U+AE19	긙	4919	2	*	*	*	*
U+AE1A	긚	4920	2	*	*	*	*
U+AE1B	긛	4921	2	*	*	*	*
U+AE1C	긜	3130	1	*	16-93	*	38-61
U+AE1D	긝	4922	2	*	*	*	*
U+AE1E	긞	4923	2	*	*	*	*
U+AE1F	긟	4924	2	*	*	*	*
U+AE20	긠	3131	1	*	16-94	*	*
U+AE21	긡	4925	2	*	*	*	*
U+AE22	긢	4926	2	*	*	*	*
U+AE23	긣	4927	2	*	*	*	*
U+AE24	긤	3132	1	*	17-01	*	*
